"Date","Source","Site ID","POC","Daily Mean Pb Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/24/2023","AQS","060070008","7","0.00192","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/05/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/19/2023","AQS","060070008","7","0.00269","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/02/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/13/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/25/2023","AQS","060070008","7","0.00135","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/12/2023","AQS","060070008","7","0.00135","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/18/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/30/2023","AQS","060070008","7","0.00295","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/14/2023","AQS","060070008","7","0.00166","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/25/2023","AQS","060070008","7","0.00236","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"06/02/2023","AQS","060070008","7","0.00162","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"06/05/2023","AQS","060070008","7","0.00237","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"06/17/2023","AQS","060070008","7","0.00246","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"06/29/2023","AQS","060070008","7","0.00216","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"07/11/2023","AQS","060070008","7","0.00191","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"07/25/2023","AQS","060070008","7","0.00289","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"08/06/2023","AQS","060070008","7","0.00201","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"08/17/2023","AQS","060070008","7","0.00215","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"08/30/2023","AQS","060070008","7","0.00201","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"09/11/2023","AQS","060070008","7","0.00226","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"09/21/2023","AQS","060070008","7","0.00143","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"10/03/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"10/15/2023","AQS","060070008","7","0.00256","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"10/29/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"11/08/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"11/20/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"12/03/2023","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"12/14/2023","AQS","060070008","7","0.00307","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"12/26/2023","AQS","060070008","7","0.00184","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","305","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/12/2023","AQS","060190011","7","0.00453","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"01/24/2023","AQS","060190011","7","0.0033","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"02/05/2023","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"02/17/2023","AQS","060190011","7","0.00265","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/01/2023","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/13/2023","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/25/2023","AQS","060190011","7","0.00179","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"04/06/2023","AQS","060190011","7","0.00478","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"04/18/2023","AQS","060190011","7","0.0013","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"04/30/2023","AQS","060190011","7","0.00211","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"05/12/2023","AQS","060190011","7","0.00309","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"05/24/2023","AQS","060190011","7","0.0052","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"06/05/2023","AQS","060190011","7","0.00377","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"06/17/2023","AQS","060190011","7","0.00363","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"06/29/2023","AQS","060190011","7","0.00315","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"07/18/2023","AQS","060190011","7","0.00338","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"07/23/2023","AQS","060190011","7","0.00467","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/04/2023","AQS","060190011","7","0.00243","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/16/2023","AQS","060190011","7","0.00372","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/28/2023","AQS","060190011","7","0.00309","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"09/21/2023","AQS","060190011","7","0.00443","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"10/27/2023","AQS","060190011","7","0.00397","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"11/08/2023","AQS","060190011","7","0.00248","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"12/02/2023","AQS","060190011","7","0.00651","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"12/26/2023","AQS","060190011","7","0.00623","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","305","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"01/06/2023","AQS","060250005","7","0.00418","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/12/2023","AQS","060250005","7","0.00638","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/24/2023","AQS","060250005","7","0.00582","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"02/05/2023","AQS","060250005","7","0.0373","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"02/17/2023","AQS","060250005","7","0.00163","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/01/2023","AQS","060250005","7","0.00327","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/13/2023","AQS","060250005","7","0.00326","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/25/2023","AQS","060250005","7","0.00323","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"04/06/2023","AQS","060250005","7","0.00546","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"04/18/2023","AQS","060250005","7","0.00368","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"04/30/2023","AQS","060250005","7","0.00533","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"05/12/2023","AQS","060250005","7","0.00528","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"05/24/2023","AQS","060250005","7","0.00366","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"06/05/2023","AQS","060250005","7","0.00609","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"06/17/2023","AQS","060250005","7","0.0104","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"06/29/2023","AQS","060250005","7","0.00332","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"07/11/2023","AQS","060250005","7","0.00776","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"07/23/2023","AQS","060250005","7","0.011","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/04/2023","AQS","060250005","7","0.00409","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/16/2023","AQS","060250005","7","0.00437","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/28/2023","AQS","060250005","7","0.00274","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"09/09/2023","AQS","060250005","7","0.00322","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"09/21/2023","AQS","060250005","7","0.00797","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"10/03/2023","AQS","060250005","7","0.00314","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"10/15/2023","AQS","060250005","7","0.00169","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"10/27/2023","AQS","060250005","7","0.00907","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"11/08/2023","AQS","060250005","7","0.00341","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"11/20/2023","AQS","060250005","7","0.00169","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"12/02/2023","AQS","060250005","7","0.00907","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"12/14/2023","AQS","060250005","7","0.00818","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"12/26/2023","AQS","060250005","7","0.00868","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","305","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/12/2023","AQS","060290014","7","0.00246","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/24/2023","AQS","060290014","7","0.00638","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/05/2023","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/17/2023","AQS","060290014","7","0.00385","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/01/2023","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/13/2023","AQS","060290014","7","0.0016","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/25/2023","AQS","060290014","7","0.00259","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/12/2023","AQS","060290014","7","0.00306","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/18/2023","AQS","060290014","7","0.00196","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/06/2023","AQS","060290014","7","0.00158","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/12/2023","AQS","060290014","7","0.00362","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/30/2023","AQS","060290014","7","0.00157","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/05/2023","AQS","060290014","7","0.00395","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/17/2023","AQS","060290014","7","0.0029","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/29/2023","AQS","060290014","7","0.00391","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/11/2023","AQS","060290014","7","0.00342","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/23/2023","AQS","060290014","7","0.00304","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/04/2023","AQS","060290014","7","0.00302","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/16/2023","AQS","060290014","7","0.00398","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/28/2023","AQS","060290014","7","0.00353","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"09/09/2023","AQS","060290014","7","0.00478","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"09/21/2023","AQS","060290014","7","0.00345","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/03/2023","AQS","060290014","7","0.0042","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/15/2023","AQS","060290014","7","0.00433","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/27/2023","AQS","060290014","7","0.00476","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"11/08/2023","AQS","060290014","7","0.00273","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"11/20/2023","AQS","060290014","7","0.00242","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/02/2023","AQS","060290014","7","0.00601","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/14/2023","AQS","060290014","7","0.00946","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/26/2023","AQS","060290014","7","0.00552","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/12/2023","AQS","060290014","8","0.00342","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/24/2023","AQS","060290014","8","0.00248","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/05/2023","AQS","060290014","8","0.00154","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/17/2023","AQS","060290014","8","0.00445","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/01/2023","AQS","060290014","8","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/13/2023","AQS","060290014","8","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/25/2023","AQS","060290014","8","0.00254","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/06/2023","AQS","060290014","8","0.00148","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/12/2023","AQS","060290014","8","0.00354","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/24/2023","AQS","060290014","8","0.00213","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/05/2023","AQS","060290014","8","0.00436","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/17/2023","AQS","060290014","8","0.00323","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/29/2023","AQS","060290014","8","0.0038","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/11/2023","AQS","060290014","8","0.00358","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/23/2023","AQS","060290014","8","0.00273","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/04/2023","AQS","060290014","8","0.00301","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/16/2023","AQS","060290014","8","0.00383","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/28/2023","AQS","060290014","8","0.00341","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"09/09/2023","AQS","060290014","8","0.00472","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"09/21/2023","AQS","060290014","8","0.00493","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/03/2023","AQS","060290014","8","0.00418","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","305","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
